TCS-6446	Quantum PCP: a constant promise gap for local Hamiltonians	The Quantum PCP Conjecture
TCS-4707	Quantum channel coding: Approximation algorithms and strong converse exponents — Unresolved-question passage on page 28	Quantum channel coding: Approximation algorithms and strong converse exponents
TCS-4708	Optimal Fermionic Joint Measurements for Estimating Non-Commuting Majorana Observables — Unresolved-question passage on page 15	Optimal Fermionic Joint Measurements for Estimating Non-Commuting Majorana Observables
TCS-4709	Estimating the entanglement of random multipartite quantum states — Conjecture 1	Estimating the entanglement of random multipartite quantum states
TCS-4711	The Tractability Border of Reachability in Simple Vector Addition Systems with States — Conjecture 39	The Tractability Border of Reachability in Simple Vector Addition Systems with States
TCS-4712	Single-qubit gate teleportation provides a quantum advantage — Unresolved-question passage on page 31	Single-qubit gate teleportation provides a quantum advantage
TCS-4713	Decoding Quasi-Cyclic Quantum LDPC Codes — Explicit open question on PDF page 10	Decoding Quasi-Cyclic Quantum LDPC Codes
TCS-4714	Efficient tensor networks for control-enhanced quantum metrology — Unresolved-question passage on page 9	Efficient tensor networks for control-enhanced quantum metrology
TCS-4715	Succinct Arguments for QMA from Standard Assumptions via Compiled Nonlocal Games — Explicit open question on PDF page 3	Succinct Arguments for QMA from Standard Assumptions via Compiled Nonlocal Games
TCS-4718	Low-Stabilizer-Complexity Quantum States Are Not Pseudorandom — Question 27	Low-Stabilizer-Complexity Quantum States Are Not Pseudorandom
TCS-4719	An Operational Framework for Nonclassicality in Quantum Communication Networks — Unresolved-question passage on page 27	An Operational Framework for Nonclassicality in Quantum Communication Networks
TCS-4720	The Quantum and Classical Streaming Complexity of Quantum and Classical Max-Cut — Explicit open question on PDF page 2	The Quantum and Classical Streaming Complexity of Quantum and Classical Max-Cut
TCS-4724	Two-particle scattering on general graphs — Unresolved-question passage on page 20	Two-particle scattering on general graphs
TCS-4725	Bipartite polygon models: entanglement classes and their nonlocal behaviour — Unresolved-question passage on page 22	Bipartite polygon models: entanglement classes and their nonlocal behaviour
TCS-4726	Lower T-count with faster algorithms — Unresolved-question passage on page 33	Lower T-count with faster algorithms
TCS-4727	Quantum Chaos and Universal Trotterisation Behaviours in Digital Quantum Simulations — Unresolved-question passage on page 34	Quantum Chaos and Universal Trotterisation Behaviours in Digital Quantum Simulations
TCS-4728	On the Computational Hardness of Quantum One-Wayness — Explicit open question on PDF page 7	On the Computational Hardness of Quantum One-Wayness
TCS-4729	Bosonic quantum Fourier codes — Unresolved-question passage on page 13	Bosonic quantum Fourier codes
TCS-4730	A little bit of self-correction — Unresolved-question passage on page 7	A little bit of self-correction
TCS-4731	Tight Bounds for Quantum Phase Estimation and Related Problems — Unresolved-question passage on page 15	Tight Bounds for Quantum Phase Estimation and Related Problems
TCS-4732	Agnostic Tomography of Stabilizer Product States — Unresolved-question passage on page 14	Agnostic Tomography of Stabilizer Product States
TCS-4733	A hierarchy of semidefinite programs for generalised Einstein-Podolsky-Rosen scenarios — Explicit open question on PDF page 16	A hierarchy of semidefinite programs for generalised Einstein-Podolsky-Rosen scenarios
TCS-4734	Derandomised Tensor Product Gap Amplification for Quantum Hamiltonians — Explicit open question on PDF page 4	Derandomised Tensor Product Gap Amplification for Quantum Hamiltonians
TCS-4735	An Unholy Trinity: TFNP, Polynomial Systems, and the Quantum Satisfiability Problem — Explicit open question on PDF page 11	An Unholy Trinity: TFNP, Polynomial Systems, and the Quantum Satisfiability Problem
TCS-4736	Streaming quantum state purification — Unresolved-question passage on page 30	Streaming quantum state purification
TCS-4737	Towards a Universal Gateset for QMA1 — Explicit open question on PDF page 2	Towards a Universal Gateset for QMA1
TCS-4738	The advantage of quantum control in many-body Hamiltonian learning — Unresolved-question passage on page 7	The advantage of quantum control in many-body Hamiltonian learning
TCS-4740	Complexity Classification of Product State Problems for Local Hamiltonians — Explicit open question on PDF page 9	Complexity Classification of Product State Problems for Local Hamiltonians
TCS-4741	Mitigating controller noise in quantum gates using optimal control theory — Unresolved-question passage on page 14	Mitigating controller noise in quantum gates using optimal control theory
TCS-4742	Adaptive Online Learning of Quantum States — Unresolved-question passage on page 13	Adaptive Online Learning of Quantum States
TCS-4743	Quantum computation from dynamic automorphism codes — Unresolved-question passage on page 80	Quantum computation from dynamic automorphism codes
TCS-4744	Single-Round Proofs of Quantumness from Knowledge Assumptions — Explicit open question on PDF page 7	Single-Round Proofs of Quantumness from Knowledge Assumptions
TCS-4745	Plane Hamiltonian Cycles in Convex Drawings — Conjecture 5.1	Plane Hamiltonian Cycles in Convex Drawings
TCS-4746	Enumerating Error Bounded Polytime Algorithms Through Arithmetical Theories — Explicit open question on PDF page 2	Enumerating Error Bounded Polytime Algorithms Through Arithmetical Theories
TCS-4747	Quantum Money from Abelian Group Actions — Explicit open question on PDF page 7	Quantum Money from Abelian Group Actions
TCS-4751	Proofs of Quantumness from Trapdoor Permutations — Explicit open question on PDF page 5	Proofs of Quantumness from Trapdoor Permutations
TCS-4752	Improved Hardness Results for the Guided Local Hamiltonian Problem — Explicit open question on PDF page 7	Improved Hardness Results for the Guided Local Hamiltonian Problem
TCS-4753	Quantum Space, Ground Space Traversal, and How to Embed Multi-Prover Interactive Proofs into Unentanglement — Explicit open question on PDF page 12	Quantum Space, Ground Space Traversal, and How to Embed Multi-Prover Interactive Proofs into Unentanglement
TCS-4755	The Parametrized Complexity of Quantum Verification — Explicit open question on PDF page 4	The Parametrized Complexity of Quantum Verification
TCS-4758	Unconditional Pseudorandomness Against Shallow Quantum Circuits — Unresolved-question passage on page 20	Unconditional Pseudorandomness Against Shallow Quantum Circuits
TCS-4759	Toward Separating QMA from QCMA with a Classical Oracle — Explicit open question on PDF page 4	Toward Separating QMA from QCMA with a Classical Oracle
TCS-4760	A Quadratic Speedup in Finding Nash Equilibria of Quantum Zero-Sum Games — Conjecture 1	A Quadratic Speedup in Finding Nash Equilibria of Quantum Zero-Sum Games
TCS-4761	On the Pure Quantum Polynomial Hierarchy and Quantified Hamiltonian Complexity — Unresolved-question passage on page 21	On the Pure Quantum Polynomial Hierarchy and Quantified Hamiltonian Complexity
TCS-4762	Quantum Merlin-Arthur with an Internally Separable Proof — Unresolved-question passage on page 9	Quantum Merlin-Arthur with an Internally Separable Proof
TCS-4766	Public-Key Pseudoentanglement and the Hardness of Learning Ground State Entanglement Structure — Explicit open question on PDF page 8	Public-Key Pseudoentanglement and the Hardness of Learning Ground State Entanglement Structure
TCS-4767	Sample-optimal classical shadows for pure states — Unresolved-question passage on page 24	Sample-optimal classical shadows for pure states
TCS-4768	Algebra of Nonlocal Boxes and the Collapse of Communication Complexity — Conjecture 15	Algebra of Nonlocal Boxes and the Collapse of Communication Complexity
TCS-4769	Sensitivity and Query Complexity Under Uncertainty — Unresolved-question passage on page 16	Sensitivity and Query Complexity Under Uncertainty
TCS-4770	Noisy Decoding by Shallow Circuits with Parities: Classical and Quantum (Extended Abstract) — Unresolved-question passage on page 7	Noisy Decoding by Shallow Circuits with Parities: Classical and Quantum (Extended Abstract)
TCS-4771	Nondeterministic and Randomized Boolean Hierarchies in Communication Complexity — Explicit open question on PDF page 2	Nondeterministic and Randomized Boolean Hierarchies in Communication Complexity
TCS-4772	Simpler Proofs of Quantumness — Explicit open question on PDF page 7	Simpler Proofs of Quantumness
TCS-4773	Oracle Complexity Classes and Local Measurements on Physical Hamiltonians — Unresolved-question passage on page 8	Oracle Complexity Classes and Local Measurements on Physical Hamiltonians
TCS-4774	Quantum Advantage and Lower Bounds in Parallel Query Complexity — Unresolved-question passage on page 12	Quantum Advantage and Lower Bounds in Parallel Query Complexity
TCS-4778	A Qubit, a Coin, and an Advice String Walk into a Relational Problem — Unresolved-question passage on page 21	A Qubit, a Coin, and an Advice String Walk into a Relational Problem
TCS-4779	Hamiltonian Sparsification and Gap-Simulation — Unresolved-question passage on page 18	Hamiltonian Sparsification and Gap-Simulation
TCS-4780	A Generalized Quantum Branching Program — Unresolved-question passage on page 16	A Generalized Quantum Branching Program
TCS-4781	Circuit Transformations for Quantum Architectures — Explicit open question on PDF page 9	Circuit Transformations for Quantum Architectures
TCS-4782	Vertex-Minor Universal Graphs for Generating Entangled Quantum Subsystems — Unresolved-question passage on page 15	Vertex-Minor Universal Graphs for Generating Entangled Quantum Subsystems
TCS-4783	A Distribution Testing Oracle Separating QMA and QCMA — Explicit open question on PDF page 7	A Distribution Testing Oracle Separating QMA and QCMA
TCS-4784	Tight Bounds for the Randomized and Quantum Communication Complexities of Equality with Small Error — Explicit open question on PDF page 6	Tight Bounds for the Randomized and Quantum Communication Complexities of Equality with Small Error
TCS-4788	Efficient Tomography of Non-Interacting-Fermion States — Unresolved-question passage on page 16	Efficient Tomography of Non-Interacting-Fermion States
TCS-4789	Quantum Generalizations of the Polynomial Hierarchy with Applications to QMA(2) — Explicit open question on PDF page 6	Quantum Generalizations of the Polynomial Hierarchy with Applications to QMA(2)
TCS-4790	Subset Sum Quantumly in 1.17^n — Explicit open question on PDF page 2	Subset Sum Quantumly in 1.17^n
TCS-4791	Separations Between Combinatorial Measures for Transitive Functions — Unresolved-question passage on page 18	Separations Between Combinatorial Measures for Transitive Functions
TCS-4793	Query and Depth Upper Bounds for Quantum Unitaries via Grover Search — Question 1.14	Query and Depth Upper Bounds for Quantum Unitaries via Grover Search
TCS-4794	Symmetry-enriched topological order in tensor networks: Defects, gauging and anyon condensation — Unresolved-question passage on page 83	Symmetry-enriched topological order in tensor networks: Defects, gauging and anyon condensation
TCS-4795	Mitigating photon loss in linear optical quantum circuits — Conjecture 3	Mitigating photon loss in linear optical quantum circuits
TCS-4796	Quantum Search-To-Decision Reductions and the State Synthesis Problem — Unresolved-question passage on page 17	Quantum Search-To-Decision Reductions and the State Synthesis Problem
TCS-4797	Quantum Max d-Cut via qudit swap operators — Unresolved-question passage on page 13	Quantum Max d-Cut via qudit swap operators
TCS-4798	Optimizing Sparse SYK — Conjecture 4.7	Optimizing Sparse SYK
TCS-4799	Limits of Quantum Speed-Ups for Computational Geometry and Other Problems: Fine-Grained Complexity via Quantum Walks — Unresolved-question passage on page 9	Limits of Quantum Speed-Ups for Computational Geometry and Other Problems: Fine-Grained Complexity via Quantum Walks
TCS-4800	The Complexity of Quantum Disjointness — Unresolved-question passage on page 8	The Complexity of Quantum Disjointness
TCS-4808	Noise-tolerant public-key quantum money from a classical oracle — Unresolved-question passage on page 34	Noise-tolerant public-key quantum money from a classical oracle
TCS-4809	Lossy-and-Constrained Extended Non-Local Games with Applications to Quantum Cryptography — Unresolved-question passage on page 26	Lossy-and-Constrained Extended Non-Local Games with Applications to Quantum Cryptography
TCS-4810	StoqMA vs. MA: the power of error reduction — Explicit open question on PDF page 9	StoqMA vs. MA: the power of error reduction
TCS-4811	How Hard Is Deciding Trivial Versus Nontrivial in the Dihedral Coset Problem? — Explicit open question on PDF page 2	How Hard Is Deciding Trivial Versus Nontrivial in the Dihedral Coset Problem?
TCS-4812	Quantum bounds for compiled XOR games and d -outcome CHSH games — Unresolved-question passage on page 21	Quantum bounds for compiled XOR games and d -outcome CHSH games
TCS-4813	The coherent measurement cost of coherence distillation — Conjecture 2	The coherent measurement cost of coherence distillation
TCS-4814	A Linear Time Algorithm for Quantum 2-SAT — Explicit open question on PDF page 2	A Linear Time Algorithm for Quantum 2-SAT
TCS-4815	Complexity of Fermionic 2-SAT — Unresolved-question passage on page 26	Complexity of Fermionic 2-SAT
TCS-4820	Quantum teleportation implies symmetry-protected topological order — Explicit open question on PDF page 10	Quantum teleportation implies symmetry-protected topological order
TCS-4821	Characterization of errors in a CNOT between surface code patches — Unresolved-question passage on page 9	Characterization of errors in a CNOT between surface code patches
TCS-4826	Acceptance Ambiguity for Quantum Automata — Unresolved-question passage on page 13	Acceptance Ambiguity for Quantum Automata
TCS-4831	The stellar decomposition of Gaussian quantum states — Unresolved-question passage on page 10	The stellar decomposition of Gaussian quantum states
TCS-4832	Resource quantification for programming low-depth quantum circuits — Unresolved-question passage on page 23	Resource quantification for programming low-depth quantum circuits
TCS-4833	A local automaton for the 2D toric code — Explicit open question on PDF page 12	A local automaton for the 2D toric code
TCS-4834	Hyper-optimized Quantum Lego Contraction Schedules — Unresolved-question passage on page 4	Hyper-optimized Quantum Lego Contraction Schedules
TCS-4835	A Complete Characterization of Unitary Quantum Space — Unresolved-question passage on page 12	A Complete Characterization of Unitary Quantum Space
TCS-4841	Measuring quantum relative entropy with finite-size effect — Explicit open question on PDF page 9	Measuring quantum relative entropy with finite-size effect
TCS-4842	Operational interpretation of the Stabilizer Entropy — Unresolved-question passage on page 10	Operational interpretation of the Stabilizer Entropy
TCS-4843	Optimal Quantum Sample Complexity of Learning Algorithms — Unresolved-question passage on page 28	Optimal Quantum Sample Complexity of Learning Algorithms
TCS-4844	Quasi-Polynomial Time Approximation of Output Probabilities of Geometrically-Local, Shallow Quantum Circuits — Explicit open question on PDF page 4	Quasi-Polynomial Time Approximation of Output Probabilities of Geometrically-Local, Shallow Quantum Circuits
TCS-4845	Trainability and Expressivity of Hamming-Weight Preserving Quantum Circuits for Machine Learning — Conjecture 1	Trainability and Expressivity of Hamming-Weight Preserving Quantum Circuits for Machine Learning
TCS-4846	Dictionary-based Block Encoding of Sparse Matrices with Low Subnormalization and Circuit Depth — Unresolved-question passage on page 17	Dictionary-based Block Encoding of Sparse Matrices with Low Subnormalization and Circuit Depth
TCS-4847	The Quantum Monad on Relational Structures — Unresolved-question passage on page 13	The Quantum Monad on Relational Structures
TCS-4848	The geometry of the Hermitian matrix space and the Schrieffer–Wolff transformation — Unresolved-question passage on page 46	The geometry of the Hermitian matrix space and the Schrieffer–Wolff transformation
TCS-4849	Phase error rate estimation in QKD with imperfect detectors — Unresolved-question passage on page 35	Phase error rate estimation in QKD with imperfect detectors
TCS-4855	Subsystem CSS codes, a tighter stabilizer-to-CSS mapping, and Goursat&apos;s Lemma — Unresolved-question passage on page 8	Subsystem CSS codes, a tighter stabilizer-to-CSS mapping, and Goursat&apos;s Lemma
TCS-4856	Quantum Lower Bounds for Approximate Counting via Laurent Polynomials — Unresolved-question passage on page 41	Quantum Lower Bounds for Approximate Counting via Laurent Polynomials
TCS-4857	The Pure-State Consistency of Local Density Matrices Problem: In PSPACE and Complete for a Class Between QMA and QMA(2) — Explicit open question on PDF page 8	The Pure-State Consistency of Local Density Matrices Problem: In PSPACE and Complete for a Class Between QMA and QMA(2)
TCS-4858	Counting Perfect Matchings and Hamiltonian Cycles Faster — Explicit open question on PDF page 4	Counting Perfect Matchings and Hamiltonian Cycles Faster
TCS-4859	Efficient Hamiltonian encoding algorithms for extracting quantum control mechanism as interfering pathway amplitudes in the Dyson series — Unresolved-question passage on page 22	Efficient Hamiltonian encoding algorithms for extracting quantum control mechanism as interfering pathway amplitudes in the Dyson series
TCS-4860	On the Complexity of Unique Quantum Witnesses and Quantum Approximate Counting — Explicit open question on PDF page 6	On the Complexity of Unique Quantum Witnesses and Quantum Approximate Counting
TCS-4861	Information-computation gaps in quantum learning via low-degree likelihood — Explicit open question on PDF page 8	Information-computation gaps in quantum learning via low-degree likelihood
TCS-4862	Multi-Armed Bandits and Quantum Channel Oracles — Conjecture 1	Multi-Armed Bandits and Quantum Channel Oracles
TCS-4863	Quantum Learning Theory Beyond Batch Binary Classification — Unresolved-question passage on page 34	Quantum Learning Theory Beyond Batch Binary Classification
TCS-4864	Random Unitaries in Constant (Quantum) Time — Unresolved-question passage on page 16	Random Unitaries in Constant (Quantum) Time
TCS-4877	Taming Quantum Time Complexity — Unresolved-question passage on page 50	Taming Quantum Time Complexity
TCS-4878	Efficient validation of Boson Sampling from binned photon-number distributions — Unresolved-question passage on page 17	Efficient validation of Boson Sampling from binned photon-number distributions
TCS-4879	Quantum Search with In-Place Queries — Explicit open question on PDF page 7	Quantum Search with In-Place Queries
TCS-4880	Quantum Programming in Polylogarithmic Time — Explicit open question on PDF page 4	Quantum Programming in Polylogarithmic Time
TCS-4881	When Does Adaptivity Help for Quantum State Learning? — Unresolved-question passage on page 14	When Does Adaptivity Help for Quantum State Learning?
TCS-4882	Quantum 2-SAT on Low Dimensional Systems Is QMAsubscript{1}-Complete: Direct Embeddings and Black-Box Simulation — Explicit open question on PDF page 1	Quantum 2-SAT on Low Dimensional Systems Is QMAsubscript{1}-Complete: Direct Embeddings and Black-Box Simulation
TCS-4883	PDQMA = DQMA = NEXP: QMA with Hidden Variables and Non-Collapsing Measurements — Explicit open question on PDF page 3	PDQMA = DQMA = NEXP: QMA with Hidden Variables and Non-Collapsing Measurements
TCS-4892	Another Hamiltonian Cycle in Bipartite Pfaffian Graphs — Explicit open question on PDF page 3	Another Hamiltonian Cycle in Bipartite Pfaffian Graphs
TCS-4893	Separable Drawings: Extendability and Crossing-Free Hamiltonian Cycles — Explicit open question on PDF page 2	Separable Drawings: Extendability and Crossing-Free Hamiltonian Cycles
TCS-4894	Parity vs. AC0 with Simple Quantum Preprocessing — Explicit open question on PDF page 3	Parity vs. AC0 with Simple Quantum Preprocessing
TCS-4913	The Quantum Entropy Cone of Stabiliser States — Unresolved-question passage on page 13	The Quantum Entropy Cone of Stabiliser States
TCS-4914	(No) Quantum Space-Time Tradeoff for USTCON — Unresolved-question passage on page 3	(No) Quantum Space-Time Tradeoff for USTCON
TCS-4915	Classical Simulation of One-Query Quantum Distinguishers — Explicit open question on PDF page 3	Classical Simulation of One-Query Quantum Distinguishers
TCS-4926	The Acrobatics of BQP — Explicit open question on PDF page 9	The Acrobatics of BQP
TCS-4927	The Classification of Reversible Bit Operations — Explicit open question on PDF page 2	The Classification of Reversible Bit Operations
TCS-4928	Cloning is as Hard as Learning for Stabilizer States — Unresolved-question passage on page 9	Cloning is as Hard as Learning for Stabilizer States
TCS-4929	Randomized and Quantum Approximate Matrix Multiplication — Unresolved-question passage on page 6	Randomized and Quantum Approximate Matrix Multiplication
TCS-4930	Bounds in Sequential Unambiguous Discrimination of Multiple Pure Quantum States — Unresolved-question passage on page 13	Bounds in Sequential Unambiguous Discrimination of Multiple Pure Quantum States
TCS-4932	Quantum Meets Fine-Grained Complexity: Sublinear Time Quantum Algorithms for String Problems — Explicit open question on PDF page 2	Quantum Meets Fine-Grained Complexity: Sublinear Time Quantum Algorithms for String Problems
TCS-4933	Quantum Advantage in Proof Systems Without Entanglement — Unresolved-question passage on page 10	Quantum Advantage in Proof Systems Without Entanglement
TCS-4951	Robust Quantum Entanglement at (Nearly) Room Temperature — Explicit open question on PDF page 6	Robust Quantum Entanglement at (Nearly) Room Temperature
TCS-4952	Quantum Versus Randomized Communication Complexity, with Efficient Players — Explicit open question on PDF page 2	Quantum Versus Randomized Communication Complexity, with Efficient Players
TCS-4953	ETH-Tight Complexity of Optimal Morse Matching on Bounded-Treewidth Complexes — Unresolved-question passage on page 17	ETH-Tight Complexity of Optimal Morse Matching on Bounded-Treewidth Complexes
TCS-4954	The Power of One Clean Qubit in Communication Complexity — Conjecture 25	The Power of One Clean Qubit in Communication Complexity
TCS-4956	Co-Degeneracy and Co-Treewidth: Using the Complement to Solve Dense Instances — Explicit open question on PDF page 3	Co-Degeneracy and Co-Treewidth: Using the Complement to Solve Dense Instances
TCS-4957	Quantum Logarithmic Space and Post-Selection — Explicit open question on PDF page 2	Quantum Logarithmic Space and Post-Selection
TCS-4958	Testing Hamiltonicity (And Other Problems) in Minor-Free Graphs — Explicit open question on PDF page 2	Testing Hamiltonicity (And Other Problems) in Minor-Free Graphs
TCS-4976	On the Quantum Complexity of Closest Pair and Related Problems — Explicit open question on PDF page 2	On the Quantum Complexity of Closest Pair and Related Problems
TCS-4977	Quantum Polynomial Hierarchies: Karp-Lipton, Error Reduction, and Lower Bounds — Explicit open question on PDF page 3	Quantum Polynomial Hierarchies: Karp-Lipton, Error Reduction, and Lower Bounds
TCS-4990	Two New Results About Quantum Exact Learning — Explicit open question on PDF page 2	Two New Results About Quantum Exact Learning
TCS-4991	Universality of EPR Pairs in Entanglement-Assisted Communication Complexity, and the Communication Cost of State Conversion — Explicit open question on PDF page 2	Universality of EPR Pairs in Entanglement-Assisted Communication Complexity, and the Communication Cost of State Conversion
TCS-4992	Bounding Quantum-Classical Separations for Classes of Nonlocal Games — Explicit open question on PDF page 3	Bounding Quantum-Classical Separations for Classes of Nonlocal Games
TCS-4993	Quantum Policy Gradient Algorithms — Unresolved-question passage on page 12	Quantum Policy Gradient Algorithms
TCS-5019	Long Plane Trees — Explicit open question on PDF page 2	Long Plane Trees
TCS-5020	On Learning Linear Functions from Subset and Its Applications in Quantum Computing — Explicit open question on PDF page 3	On Learning Linear Functions from Subset and Its Applications in Quantum Computing
TCS-5021	The Quantum Approximate Optimization Algorithm at High Depth for MaxCut on Large-Girth Regular Graphs and the Sherrington-Kirkpatrick Model — Explicit open question on PDF page 3	The Quantum Approximate Optimization Algorithm at High Depth for MaxCut on Large-Girth Regular Graphs and the Sherrington-Kirkpatrick Model
TCS-5022	Circuit Extraction for ZX-Diagrams Can Be #P-Hard — Explicit open question on PDF page 15	Circuit Extraction for ZX-Diagrams Can Be #P-Hard
TCS-5044	Overlapping Qubits — Explicit open question on PDF page 3	Overlapping Qubits
TCS-5045	Limitations of Local Quantum Algorithms on Random MAX-k-XOR and Beyond — Unresolved-question passage on page 17	Limitations of Local Quantum Algorithms on Random MAX-k-XOR and Beyond
TCS-5046	On the Security of Proofs of Sequential Work in a Post-Quantum World — Unresolved-question passage on page 24	On the Security of Proofs of Sequential Work in a Post-Quantum World
TCS-5047	Quantum Time-Space Tradeoff for Finding Multiple Collision Pairs — Explicit open question on PDF page 3	Quantum Time-Space Tradeoff for Finding Multiple Collision Pairs
TCS-5077	A Parallel Repetition Theorem for All Entangled Games — Explicit open question on PDF page 3	A Parallel Repetition Theorem for All Entangled Games
TCS-5078	Span Programs and Quantum Space Complexity — Explicit open question on PDF page 6	Span Programs and Quantum Space Complexity
TCS-5079	Pointer Quantum PCPs and Multi-Prover Games — Explicit open question on PDF page 3	Pointer Quantum PCPs and Multi-Prover Games
TCS-5106	A Simple Protocol for Verifiable Delegation of Quantum Computation in One Round — Explicit open question on PDF page 4	A Simple Protocol for Verifiable Delegation of Quantum Computation in One Round
TCS-5107	Quantum Enhancement of Randomness Distribution — Explicit open question on PDF page 6	Quantum Enhancement of Randomness Distribution
TCS-5108	When Is Amplification Necessary for Composition in Randomized Query Complexity? — Unresolved-question passage on page 13	When Is Amplification Necessary for Composition in Randomized Query Complexity?
TCS-5109	The Power of a Single Qubit: Two-Way Quantum Finite Automata and the Word Problem — Unresolved-question passage on page 16	The Power of a Single Qubit: Two-Way Quantum Finite Automata and the Word Problem
TCS-5110	Amplification with One NP Oracle Query — Explicit open question on PDF page 2	Amplification with One NP Oracle Query
TCS-5142	Complexity-Theoretic Limitations on Blind Delegated Quantum Computation — Unresolved-question passage on page 10	Complexity-Theoretic Limitations on Blind Delegated Quantum Computation
TCS-5143	Simulating Markovian Open Quantum Systems Using Higher-Order Series Expansion — Unresolved-question passage on page 16	Simulating Markovian Open Quantum Systems Using Higher-Order Series Expansion
TCS-5168	Improved reversible and quantum circuits for Karatsuba-based integer multiplication — Explicit open question on PDF page 5	Improved reversible and quantum circuits for Karatsuba-based integer multiplication
TCS-5169	Fooling One-Sided Quantum Protocols — Explicit open question on PDF page 4	Fooling One-Sided Quantum Protocols
TCS-5170	Another Subexponential-time Quantum Algorithm for the Dihedral Hidden Subgroup Problem — Explicit open question on PDF page 5	Another Subexponential-time Quantum Algorithm for the Dihedral Hidden Subgroup Problem
TCS-5199	Two Combinatorial MA-Complete Problems — Unresolved-question passage on page 4	Two Combinatorial MA-Complete Problems
TCS-5200	Beating Random Assignment for Approximating Quantum 2-Local Hamiltonian Problems — Explicit open question on PDF page 4	Beating Random Assignment for Approximating Quantum 2-Local Hamiltonian Problems
TCS-5201	Out of the Loop: Structural Approximation of Optimisation Landscapes and non-Iterative Quantum Optimisation — Unresolved-question passage on page 21	Out of the Loop: Structural Approximation of Optimisation Landscapes and non-Iterative Quantum Optimisation
TCS-5202	Quantum-Proof Multi-Source Randomness Extractors in the Markov Model — Explicit open question on PDF page 2	Quantum-Proof Multi-Source Randomness Extractors in the Markov Model
TCS-5203	Efficient Classical Simulation of the DQC1 Circuit with Zero Discord — Unresolved-question passage on page 6	Efficient Classical Simulation of the DQC1 Circuit with Zero Discord
TCS-5204	Optimal Quantum Algorithm for Polynomial Interpolation — Explicit open question on PDF page 4	Optimal Quantum Algorithm for Polynomial Interpolation
TCS-5237	Sculpting Quantum Speedups — Unresolved-question passage on page 25	Sculpting Quantum Speedups
TCS-5238	Polytopes of Absolutely Wigner Bounded Spin States — Explicit open question on PDF page 8	Polytopes of Absolutely Wigner Bounded Spin States
TCS-5239	Open Problem: Learning Quantum Circuits with Queries — Unresolved-question passage on page 2	Open Problem: Learning Quantum Circuits with Queries
TCS-5327	New bounds on the classical and quantum communication complexity of some graph properties — Unresolved-question passage on page 8	New bounds on the classical and quantum communication complexity of some graph properties
TCS-5348	Quantum Multi-Level Estimation of Functionals of Discrete Distributions — Explicit open question on PDF page 7	Quantum Multi-Level Estimation of Functionals of Discrete Distributions
TCS-5376	Consumable Data via Quantum Communication — Explicit open question on PDF page 3	Consumable Data via Quantum Communication
TCS-5532	Towards Quantum One-Time Memories from Stateless Hardware — Explicit open question on PDF page 2	Towards Quantum One-Time Memories from Stateless Hardware
TCS-5533	On the Hardness of Approximating Distances of Quantum Codes — Unresolved-question passage on page 16	On the Hardness of Approximating Distances of Quantum Codes
TCS-5626	Classical Algorithms and Quantum Limitations for Maximum Cut on High-Girth Graphs — Explicit open question on PDF page 4	Classical Algorithms and Quantum Limitations for Maximum Cut on High-Girth Graphs
TCS-6050	Optimal Tradeoffs for Estimating Pauli Observables — Explicit open question on PDF page 4	Optimal Tradeoffs for Estimating Pauli Observables
TCS-6130	A Distillation–Teleportation Protocol for Fault-Tolerant QRAM — Unresolved-question passage on page 21	A Distillation–Teleportation Protocol for Fault-Tolerant QRAM
TCS-6457	Complexity of graph-state preparation by Clifford circuits — Explicit open question on PDF page 21	Complexity of graph-state preparation by Clifford circuits
TCS-6458	Quantum Walks on Simplicial Complexes and Harmonic Homology: Application to Topological Data Analysis with Superpolynomial Speedups — Unresolved-question passage on page 40	Quantum Walks on Simplicial Complexes and Harmonic Homology: Application to Topological Data Analysis with Superpolynomial Speedups
TCS-6459	Cost of quantum secret key — Explicit open question on PDF page 3	Cost of quantum secret key
TCS-6460	Family of attainable geometric quantum speed limits — Unresolved-question passage on page 8	Family of attainable geometric quantum speed limits
TCS-6461	Quantum complexity phase transitions in monitored random circuits — Unresolved-question passage on page 30	Quantum complexity phase transitions in monitored random circuits
TCS-6462	Quantum circuit synthesis with SQiSW — Unresolved-question passage on page 14	Quantum circuit synthesis with SQiSW
TCS-6463	Quantum Multiple Eigenvalue Gaussian filtered Search: an efficient and versatile quantum phase estimation method — Unresolved-question passage on page 18	Quantum Multiple Eigenvalue Gaussian filtered Search: an efficient and versatile quantum phase estimation method
TCS-6464	Tight concentration inequalities for quantum adversarial setups exploiting permutation symmetry — Unresolved-question passage on page 27	Tight concentration inequalities for quantum adversarial setups exploiting permutation symmetry
TCS-6465	A streamlined quantum algorithm for topological data analysis with exponentially fewer qubits — Unresolved-question passage on page 14	A streamlined quantum algorithm for topological data analysis with exponentially fewer qubits
TCS-6468	Simple logical quantum computation with concatenated symplectic double codes — Unresolved-question passage on page 27	Simple logical quantum computation with concatenated symplectic double codes
TCS-6469	Unstructured Adiabatic Quantum Optimization: Optimality with Limitations — Unresolved-question passage on page 33	Unstructured Adiabatic Quantum Optimization: Optimality with Limitations
TCS-6470	Variational Quantum Algorithms for Semidefinite Programming — Unresolved-question passage on page 32	Variational Quantum Algorithms for Semidefinite Programming
