TCS-4503	It thus remains open to show whether one can decide, given any automaton B and any ordinal 0 < α < ϕ2 (0), whether B […]	On Unambiguous Regular Tree Languages of Index (0,2)
TCS-4512	It remains an open problem to develop a genuinely abstract framework for our theory.	Syntactic Monoids in a Category
TCS-4516	We conjecture that this is the case and that a similar characterization based on decompositions of runs into floors and ramps can be obtained.	One-way Definability of Sweeping Transducer
TCS-4532	For example, are J -trivial transducers equivalent to BΣ1 transductions ?	Aperiodic Two-way Transducers and FO-Transductions
TCS-4558	We have lifted this notion to a relation on computations in PHDA and seen that it is strictly weaker than history-preserving bisimilarity but not weaker […]	Partial Higher-dimensional Automata
TCS-4575	The problem is related to the universality problem for discount sum automata [2], a well-known problem for which decidability remains open [1].	Quantitative Games with Interval Objectives
TCS-4594	Can nondeterministic or universal counter automata count to n with o( n) states?	Notes on Counting with Finite Machines
TCS-4613	We conjecture that jumping µ automata capture ; Lµ , but the other direction deserves further investigations.	Jumping Automata for Uniform Strategies
TCS-4646	For example, can we simulate higher order pushdown automata by means of our tape automaton?	Cuts for circular proofs: semantics and cut-elimination
TCS-4654	Though it is still unknown whether there exists an implementation whose average complexity is Θ(n).	Asymptotic enumeration of Minimal Automata
TCS-4659	Notice that it is still unknown whether the determinacy of Wadge games W (L(A), L(B)), where A and B are Muller tree automata (reading infinite […]	The Determinacy of Context-Free Games
TCS-4668	To our knowledge the decidability of LO1,0 and the variant of LOk,k0 for which we require (r, β) = (q, α) remain open when k […]	On Bisimilarity of Higher-Order Pushdown Automata: Undecidability at Order Two
TCS-4673	The following question remains open: is there a language recognized by a collapsible deterministic higher order pushdown automaton which is not recognized by any deterministic […]	Collapse Operation Increases Expressive Power of Deterministic Higher Order Pushdown Automata
TCS-4677	Therefore, one can ask: is it decidable if an orbit finite automaton recognizes a language that can be defined in first-order logic?	Data Monoids
TCS-4685	The question of a characterization for weak cost automata over infinite trees remains open (it would likely involve some further restrictions on the actions of […]	Quasi-Weak Cost Automata: A New Variant of Weakness
TCS-5164	All Growth Rates of Abelian Exponents Are Attained by Infinite Binary Words — Explicit open question on PDF page 2	All Growth Rates of Abelian Exponents Are Attained by Infinite Binary Words
TCS-5506	Membership and Conjugacy in Inverse Semigroups — Question 35	Membership and Conjugacy in Inverse Semigroups
TCS-5640	MIDTERM Is a Deterministic Technique to Exit Recursive Mazes — Explicit open question on PDF page 4	MIDTERM Is a Deterministic Technique to Exit Recursive Mazes
TCS-5651	Word Automata with Limited Nondeterminism (Invited Talk) — Unresolved-question passage on page 16	Word Automata with Limited Nondeterminism (Invited Talk)
TCS-5653	Algebraic Characterization of FO-Definable Languages of Higher-Dimensional Automata — Unresolved-question passage on page 17	Algebraic Characterization of FO-Definable Languages of Higher-Dimensional Automata
TCS-5701	Complexity of Boolean Automata Networks Under Block-Parallel Update Modes — Conjecture 16	Complexity of Boolean Automata Networks Under Block-Parallel Update Modes
TCS-5738	Separating Automatic Relations — Conjecture 7.1	Separating Automatic Relations
TCS-5739	On Rational Recursive Sequences — Explicit open question on PDF page 3	On Rational Recursive Sequences
TCS-5740	Priority Downward Closures — Explicit open question on PDF page 15	Priority Downward Closures
TCS-5776	On the Minimisation of Transition-Based Rabin Automata and the Chromatic Memory Requirements of Muller Conditions — Unresolved-question passage on page 16	On the Minimisation of Transition-Based Rabin Automata and the Chromatic Memory Requirements of Muller Conditions
TCS-5804	Population Protocols over Ordered Agents — Unresolved-question passage on page 18	Population Protocols over Ordered Agents
TCS-5806	Algebraic Characterizations of Classes of Regular Languages in DynFO — Unresolved-question passage on page 18	Algebraic Characterizations of Classes of Regular Languages in DynFO
TCS-5807	Tilt Automata: Gathering Particles with Uniform External Control — Unresolved-question passage on page 14	Tilt Automata: Gathering Particles with Uniform External Control
TCS-5818	Lower Bounds on Avoiding Thresholds — Conjecture 15	Lower Bounds on Avoiding Thresholds
TCS-5825	Dynamic Membership for Regular Languages — Conjecture 2.3	Dynamic Membership for Regular Languages
TCS-5827	Decomposition of Automata Recognizing Ideals — Unresolved-question passage on page 17	Decomposition of Automata Recognizing Ideals
TCS-5837	Dynamic Data Structures for Timed Automata Acceptance — Explicit open question on PDF page 9	Dynamic Data Structures for Timed Automata Acceptance
TCS-5857	Some Remarks on Deciding Equivalence for Graph-To-Graph Transducers — Explicit open question on PDF page 7	Some Remarks on Deciding Equivalence for Graph-To-Graph Transducers
TCS-5861	Universality Problem for Unambiguous VASS — Explicit open question on PDF page 4	Universality Problem for Unambiguous VASS
TCS-5862	A Formal Language Perspective on Factorized Representations — Unresolved-question passage on page 16	A Formal Language Perspective on Factorized Representations
TCS-5863	Resolving Nondeterminism with Randomness — Unresolved-question passage on page 16	Resolving Nondeterminism with Randomness
TCS-5864	Weakly-Unambiguous Parikh Automata and Their Link to Holonomic Series — Explicit open question on PDF page 7	Weakly-Unambiguous Parikh Automata and Their Link to Holonomic Series
TCS-5902	Approximate Learning of Limit-Average Automata — Explicit open question on PDF page 3	Approximate Learning of Limit-Average Automata
TCS-5904	Safety and Liveness of Quantitative Automata — Explicit open question on PDF page 7	Safety and Liveness of Quantitative Automata
TCS-5921	On Reachability Problems for Low-Dimensional Matrix Semigroups — Explicit open question on PDF page 2	On Reachability Problems for Low-Dimensional Matrix Semigroups
TCS-5954	Parikh One-Counter Automata — Unresolved-question passage on page 14	Parikh One-Counter Automata
TCS-5959	What Can Oracles Teach Us About the Ultimate Fate of Life? — Explicit open question on PDF page 5	What Can Oracles Teach Us About the Ultimate Fate of Life?
TCS-5995	On the Control of Asynchronous Automata — Explicit open question on PDF page 7	On the Control of Asynchronous Automata
TCS-5997	Asynchronous Distributed Automata: A Characterization of the Modal Mu-Fragment — Explicit open question on PDF page 7	Asynchronous Distributed Automata: A Characterization of the Modal Mu-Fragment
TCS-6026	Automatic Equivalence Structures of Polynomial Growth — Explicit open question on PDF page 2	Automatic Equivalence Structures of Polynomial Growth
TCS-6028	Which Categories Are Varieties? ((Co)algebraic pearls) — Unresolved-question passage on page 14	Which Categories Are Varieties? ((Co)algebraic pearls)
TCS-6029	The Complexity of Downward Closure Comparisons — Explicit open question on PDF page 10	The Complexity of Downward Closure Comparisons
TCS-6047	An omega-Algebra for Real-Time Energy Problems — Explicit open question on PDF page 3	An omega-Algebra for Real-Time Energy Problems
TCS-6064	Construction of mu-Limit Sets of Two-dimensional Cellular Automata — Explicit open question on PDF page 1	Construction of mu-Limit Sets of Two-dimensional Cellular Automata
TCS-6083	Counting Answers to Existential Questions (Track B: Automata, Logic, Semantics, and Theory of Programming) — Unresolved-question passage on page 13	Counting Answers to Existential Questions (Track B: Automata, Logic, Semantics, and Theory of Programming)
TCS-6085	The Many Facets of String Transducers (Invited Talk) — Unresolved-question passage on page 17	The Many Facets of String Transducers (Invited Talk)
TCS-6158	Probabilistic cellular automata, invariant measures, and perfect sampling — Explicit open question on PDF page 5	Probabilistic cellular automata, invariant measures, and perfect sampling
TCS-6177	The Equivalence Problem of E-Pattern Languages with Length Constraints Is Undecidable — Unresolved-question passage on page 15	The Equivalence Problem of E-Pattern Languages with Length Constraints Is Undecidable
TCS-6185	Reversible Pebble Transducers — Explicit open question on PDF page 2	Reversible Pebble Transducers
TCS-6190	Positive and Monotone Fragments of FO and LTL — Explicit open question on PDF page 3	Positive and Monotone Fragments of FO and LTL
TCS-6230	Universal Quantification Makes Automatic Structures Hard to Decide — Explicit open question on PDF page 2	Universal Quantification Makes Automatic Structures Hard to Decide
TCS-6257	Regular Grammars as Effective Representations of Recognizable Sets of Series-Parallel Graphs — Explicit open question on PDF page 3	Regular Grammars as Effective Representations of Recognizable Sets of Series-Parallel Graphs
TCS-6268	A Unifying Framework for Deciding Synchronizability — Explicit open question on PDF page 2	A Unifying Framework for Deciding Synchronizability
TCS-6271	Two-Way One-Counter Nets Revisited — Unresolved-question passage on page 15	Two-Way One-Counter Nets Revisited
TCS-6313	Edit Distance of Finite State Transducers — Unresolved-question passage on page 18	Edit Distance of Finite State Transducers
TCS-6316	Function Spaces for Orbit-Finite Sets — Explicit open question on PDF page 5	Function Spaces for Orbit-Finite Sets
TCS-6317	Approximations of Isomorphism and Logics with Linear-Algebraic Operators (Track B: Automata, Logic, Semantics, and Theory of Programming) — Explicit open question on PDF page 7	Approximations of Isomorphism and Logics with Linear-Algebraic Operators (Track B: Automata, Logic, Semantics, and Theory of Programming)
TCS-6323	Monadic Decomposability of Regular Relations (Track B: Automata, Logic, Semantics, and Theory of Programming) — Explicit open question on PDF page 1	Monadic Decomposability of Regular Relations (Track B: Automata, Logic, Semantics, and Theory of Programming)
TCS-6326	On the Size of Good-For-Games Rabin Automata and Its Link with the Memory in Muller Games — Explicit open question on PDF page 14	On the Size of Good-For-Games Rabin Automata and Its Link with the Memory in Muller Games
TCS-6340	Small Hazard-Free Transducers — Explicit open question on PDF page 7	Small Hazard-Free Transducers
TCS-6345	Synchronizability of Communicating Finite State Machines is not Decidable — Explicit open question on PDF page 2	Synchronizability of Communicating Finite State Machines is not Decidable
TCS-6354	The Complexity of SORE-definability Problems — Explicit open question on PDF page 1	The Complexity of SORE-definability Problems
TCS-6357	Nominal Büchi Automata with Name Allocation — Explicit open question on PDF page 12	Nominal Büchi Automata with Name Allocation
TCS-6363	Open Problem: Meeting Times for Learning Random Automata — Explicit open question on PDF page 2	Open Problem: Meeting Times for Learning Random Automata
TCS-6369	The Algebras for Automatic Relations — Unresolved-question passage on page 16	The Algebras for Automatic Relations
TCS-6385	The Big-O Problem for Labelled Markov Chains and Weighted Automata — Unresolved-question passage on page 16	The Big-O Problem for Labelled Markov Chains and Weighted Automata
TCS-6401	The finiteness of a group generated by a 2-letter invertible-reversible Mealy automaton is decidable — Explicit open question on PDF page 1	The finiteness of a group generated by a 2-letter invertible-reversible Mealy automaton is decidable
TCS-6403	Combined Tractability of Query Evaluation via Tree Automata and Cycluits — Unresolved-question passage on page 16	Combined Tractability of Query Evaluation via Tree Automata and Cycluits
TCS-6411	Tightening the Complexity of Equivalence Problems for Commutative Grammars — Explicit open question on PDF page 12	Tightening the Complexity of Equivalence Problems for Commutative Grammars
TCS-6417	A speed-up of oblivious multi-head finite automata by cellular automata — Explicit open question on PDF page 1	A speed-up of oblivious multi-head finite automata by cellular automata
TCS-6423	Weakly Unambiguous Morphisms — Explicit open question on PDF page 1	Weakly Unambiguous Morphisms
TCS-6425	What are Strategies in Delay Games? Borel Determinacy for Games with Lookahead — Unresolved-question passage on page 14	What are Strategies in Delay Games? Borel Determinacy for Games with Lookahead
TCS-6437	The Synchronization Game on Subclasses of Automata — Unresolved-question passage on page 10	The Synchronization Game on Subclasses of Automata
TCS-6444	Deciding the weak definability of Büchi definable tree languages — Unresolved-question passage on page 12	Deciding the weak definability of Büchi definable tree languages
